time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1939-05-01T05:58:29.860Z,39.93,139.637,10,7.19,mw,,,,,iscgem,iscgem901919,2022-04-25T20:45:30.835Z,"28 km W of Tenn?, Japan",earthquake,,4,0.51,,reviewed,iscgem,iscgem
1939-04-15T09:04:11.650Z,29.856,142.907,15,5.6,mw,,,,,iscgem,iscgem901896,2022-04-25T20:45:07.313Z,"Izu Islands, Japan region",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1939-03-20T03:22:27.290Z,32.48,131.741,25,6.66,mw,,,,,iscgem,iscgem901863,2022-04-25T20:44:29.221Z,"13 km SSE of Nobeoka, Japan",earthquake,,3.9,0.32,,reviewed,iscgem,iscgem
1939-03-07T15:16:43.590Z,40.441,144.156,15,5.97,mw,,,,,iscgem,iscgem901852,2022-04-25T20:44:14.100Z,"208 km ENE of Miyako, Japan",earthquake,,9.7,0.22,,reviewed,iscgem,iscgem
1939-02-16T18:51:07.570Z,36.871,142.02,35,6.5,mw,,,,,iscgem,iscgem901827,2022-04-25T20:43:36.180Z,"103 km ESE of Iwaki, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1939-02-07T04:09:30.200Z,30.309,142.2,15,5.88,mw,,,,,iscgem,iscgem901817,2022-04-25T20:43:11.296Z,"Izu Islands, Japan region",earthquake,,11.1,0.42,,reviewed,iscgem,iscgem
1939-01-24T04:01:44.790Z,37.056,141.256,35,5.69,mw,,,,,iscgem,iscgem901782,2022-04-25T20:42:31.692Z,"33 km E of Iwaki, Japan",earthquake,,14.5,0.2,,reviewed,iscgem,iscgem
1939-01-13T22:21:50.520Z,41.571,142.449,35,5.52,mw,,,,,iscgem,iscgem901767,2022-04-25T20:42:06.716Z,"85 km S of Shizunai-furukawach?, Japan",earthquake,,10.7,0.2,,reviewed,iscgem,iscgem
1938-12-23T01:51:39.720Z,37.048,141.552,25,5.77,mw,,,,,iscgem,iscgem902885,2022-04-25T21:04:54.361Z,"59 km E of Iwaki, Japan",earthquake,,14.5,0.24,,reviewed,iscgem,iscgem
1938-12-20T14:51:17.100Z,38.374,143.085,15,6.04,mw,,,,,iscgem,iscgem902880,2022-04-25T21:04:42.235Z,"141 km ESE of ?funato, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-12-18T21:45:40.290Z,38.371,143.249,15,6.31,mw,,,,,iscgem,iscgem902875,2022-04-25T21:04:33.624Z,"154 km ESE of ?funato, Japan",earthquake,,13.3,0.4,,reviewed,iscgem,iscgem
1938-12-13T17:25:32.690Z,38.58,143.124,20,6.39,mw,,,,,iscgem,iscgem902868,2022-04-25T21:04:18.437Z,"133 km SE of Kamaishi, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-12-12T23:38:43.470Z,36.712,141.754,25,5.72,mw,,,,,iscgem,iscgem902866,2022-04-25T20:26:38.124Z,"86 km ESE of Iwaki, Japan",earthquake,,12.9,0.2,,reviewed,iscgem,iscgem
1938-12-09T09:35:20.080Z,36.679,142.411,25,5.86,mw,,,,,iscgem,iscgem902862,2022-04-25T21:04:12.865Z,"142 km ESE of Iwaki, Japan",earthquake,,15.2,0.2,,reviewed,iscgem,iscgem
1938-12-07T13:04:19.760Z,38.519,142.889,25,6.5,mw,,,,,iscgem,iscgem902857,2022-04-25T21:03:54.759Z,"118 km ESE of ?funato, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-12-05T18:53:55.500Z,37.102,141.544,25,5.76,mw,,,,,iscgem,iscgem902851,2022-04-25T21:03:41.546Z,"59 km E of Iwaki, Japan",earthquake,,14.5,0.2,,reviewed,iscgem,iscgem
1938-12-04T06:12:05.450Z,37.084,141.753,25,5.8,mw,,,,,iscgem,iscgem902847,2022-04-25T21:03:29.621Z,"77 km E of Iwaki, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-12-03T12:11:42.040Z,36.823,141.978,25,6.45,mw,,,,,iscgem,iscgem902845,2022-04-25T21:03:24.088Z,"100 km ESE of Iwaki, Japan",earthquake,,13.3,0.23,,reviewed,iscgem,iscgem
1938-12-03T00:43:10.210Z,37.075,142.942,25,5.88,mw,,,,,iscgem,iscgem902844,2022-04-25T21:03:18.705Z,"178 km ESE of Namie, Japan",earthquake,,18.3,0.2,,reviewed,iscgem,iscgem
1938-11-30T02:29:51.350Z,37.036,142.002,30,7.04,mw,,,,,iscgem,iscgem902835,2022-04-25T21:02:59.893Z,"99 km E of Iwaki, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-11-29T13:39:33.550Z,36.669,142.227,25,6.49,mw,,,,,iscgem,iscgem902833,2022-04-25T21:02:53.823Z,"127 km ESE of Iwaki, Japan",earthquake,,12.9,0.2,,reviewed,iscgem,iscgem
1938-11-26T10:01:05.460Z,37.381,142.559,25,5.81,mw,,,,,iscgem,iscgem902830,2022-04-25T21:02:47.843Z,"off the east coast of Honshu, Japan",earthquake,,12.7,0.2,,reviewed,iscgem,iscgem
1938-11-26T03:36:01.480Z,37.07,141.948,25,5.77,mw,,,,,iscgem,iscgem902829,2022-04-25T21:02:42.503Z,"94 km E of Iwaki, Japan",earthquake,,13.3,0.54,,reviewed,iscgem,iscgem
1938-11-25T08:20:24.220Z,37.034,141.918,25,6.3,mw,,,,,iscgem,iscgem902827,2022-04-25T21:02:36.996Z,"92 km E of Iwaki, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-11-23T13:59:32.380Z,36.824,142.388,25,5.66,mw,,,,,iscgem,iscgem902823,2022-04-25T21:02:25.462Z,"136 km E of Iwaki, Japan",earthquake,,12.7,0.3,,reviewed,iscgem,iscgem
1938-11-23T00:16:05.450Z,36.668,142.511,25,5.6,mw,,,,,iscgem,iscgem902821,2022-04-25T21:02:23.909Z,"151 km ESE of Iwaki, Japan",earthquake,,15.2,0.2,,reviewed,iscgem,iscgem
1938-11-22T08:13:29.450Z,36.753,142.261,25,5.74,mw,,,,,iscgem,iscgem902819,2022-04-25T21:02:21.985Z,"127 km ESE of Iwaki, Japan",earthquake,,12.7,0.2,,reviewed,iscgem,iscgem
1938-11-22T03:23:40.280Z,36.589,142.461,25,6.04,mw,,,,,iscgem,iscgem902818,2022-04-25T21:02:20.443Z,"149 km ESE of Iwaki, Japan",earthquake,,15.2,0.25,,reviewed,iscgem,iscgem
1938-11-22T01:14:05.170Z,36.656,142.554,25,6.85,mw,,,,,iscgem,iscgem902816,2022-04-25T21:02:19.122Z,"155 km ESE of Iwaki, Japan",earthquake,,15.2,0.2,,reviewed,iscgem,iscgem
1938-11-16T11:08:07.500Z,37.337,141.785,25,6.2,mw,,,,,iscgem,iscgem902801,2022-04-25T21:02:06.371Z,"71 km ESE of Namie, Japan",earthquake,,9.1,0.22,,reviewed,iscgem,iscgem
1938-11-15T15:22:03.300Z,32.396,141.706,30,5.98,mw,,,,,iscgem,iscgem902797,2022-04-25T21:01:57.874Z,"Izu Islands, Japan region",earthquake,,13.6,0.2,,reviewed,iscgem,iscgem
1938-11-14T02:36:21.670Z,37.003,142.765,25,6.18,mw,,,,,iscgem,iscgem902791,2022-04-25T20:26:36.835Z,"165 km ESE of Namie, Japan",earthquake,,18.3,0.29,,reviewed,iscgem,iscgem
1938-11-13T22:31:31.120Z,36.482,143.02,35,7.11,mw,,,,,iscgem,iscgem902790,2022-04-25T21:01:48.483Z,"200 km ESE of Iwaki, Japan",earthquake,,19,0.44,,reviewed,iscgem,iscgem
1938-11-11T02:57:15.450Z,32.671,141.916,20,6.17,mw,,,,,iscgem,iscgem902780,2022-04-25T21:01:13.240Z,"Izu Islands, Japan region",earthquake,,28.8,0.2,,reviewed,iscgem,iscgem
1938-11-10T10:46:36.860Z,32.582,141.714,25,6.59,mw,,,,,iscgem,iscgem902772,2022-04-25T21:01:05.258Z,"Izu Islands, Japan region",earthquake,,13.6,0.31,,reviewed,iscgem,iscgem
1938-11-09T16:08:50.720Z,36.705,142.267,25,5.78,mw,,,,,iscgem,iscgem902770,2022-04-25T21:01:00.143Z,"129 km ESE of Iwaki, Japan",earthquake,,15.2,0.25,,reviewed,iscgem,iscgem
1938-11-09T09:15:54.300Z,36.487,142.709,15,6.9,mw,,,,,iscgem,iscgem902769,2022-04-25T21:00:58.376Z,"174 km ESE of Iwaki, Japan",earthquake,,15.2,0.24,,reviewed,iscgem,iscgem
1938-11-08T13:14:00.380Z,37.276,142.475,25,5.64,mw,,,,,iscgem,iscgem902767,2022-04-25T21:00:57.113Z,"132 km E of Namie, Japan",earthquake,,12.7,0.2,,reviewed,iscgem,iscgem
1938-11-07T19:33:36.350Z,36.678,142.577,30,6.53,mw,,,,,iscgem,iscgem902763,2022-04-25T21:00:50.188Z,"156 km ESE of Iwaki, Japan",earthquake,,15.2,0.34,,reviewed,iscgem,iscgem
1938-11-07T19:12:29.080Z,37.354,142.888,25,6.39,mw,,,,,iscgem,iscgem902762,2022-04-25T21:00:49.029Z,"167 km E of Namie, Japan",earthquake,,10.1,0.2,,reviewed,iscgem,iscgem
1938-11-07T04:15:31.420Z,36.999,142.316,25,6.49,mw,,,,,iscgem,iscgem902760,2022-04-25T21:00:47.599Z,"127 km E of Iwaki, Japan",earthquake,,12.7,0.29,,reviewed,iscgem,iscgem
1938-11-07T02:28:54.340Z,37.074,141.612,25,6.29,mw,,,,,iscgem,iscgem902758,2022-04-25T21:00:42.226Z,"64 km E of Iwaki, Japan",earthquake,,14.5,0.2,,reviewed,iscgem,iscgem
1938-11-07T01:38:25.130Z,37.035,142.357,30,6.84,mw,,,,,iscgem,iscgem902755,2022-04-25T20:26:31.443Z,"130 km ESE of Namie, Japan",earthquake,,12.7,0.22,,reviewed,iscgem,iscgem
1938-11-07T00:47:58.900Z,37.023,142.229,25,6.23,mw,,,,,iscgem,iscgem902754,2022-04-25T21:00:41.029Z,"119 km E of Iwaki, Japan",earthquake,,13.3,0.24,,reviewed,iscgem,iscgem
1938-11-06T21:38:47.220Z,37.009,142.485,25,7.6,mw,,,,,iscgem,iscgem902752,2022-04-25T21:00:39.900Z,"141 km ESE of Namie, Japan",earthquake,,12.7,0.3,,reviewed,iscgem,iscgem
1938-11-06T21:03:57.900Z,36.893,142.047,25,6.33,mw,,,,,iscgem,iscgem902751,2022-04-25T21:00:38.772Z,"105 km E of Iwaki, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-11-06T18:20:21.850Z,36.677,142.572,25,5.6,mw,,,,,iscgem,iscgem902749,2022-04-25T20:26:30.092Z,"156 km ESE of Iwaki, Japan",earthquake,,15.2,0.22,,reviewed,iscgem,iscgem
1938-11-06T17:19:15.720Z,37.342,142.226,25,6.21,mw,,,,,iscgem,iscgem902748,2022-04-25T21:00:37.576Z,"109 km E of Namie, Japan",earthquake,,9.1,0.28,,reviewed,iscgem,iscgem
1938-11-06T13:41:01.660Z,36.918,142.821,25,5.76,mw,,,,,iscgem,iscgem902747,2022-04-25T21:00:36.392Z,"173 km E of Iwaki, Japan",earthquake,,18.3,0.31,,reviewed,iscgem,iscgem
1938-11-06T08:53:55.300Z,37.382,142.305,30,7.7,mw,,,,,iscgem,iscgem902745,2022-04-25T21:00:35.008Z,"116 km E of Namie, Japan",earthquake,,12.7,0.3,,reviewed,iscgem,iscgem
1938-11-05T21:23:32.670Z,37.02,142.37,25,6,mw,,,,,iscgem,iscgem902744,2022-04-25T21:00:29.677Z,"131 km ESE of Namie, Japan",earthquake,,12.7,0.2,,reviewed,iscgem,iscgem
1938-11-05T10:50:18.100Z,37.147,142.241,35,7.7,mw,,,,,iscgem,iscgem902741,2022-04-25T21:00:28.483Z,"116 km ESE of Namie, Japan",earthquake,,13.3,0.3,,reviewed,iscgem,iscgem
1938-11-05T08:43:24.230Z,36.971,142.065,35,7.8,mw,,,,,iscgem,iscgem902740,2022-04-25T21:00:27.142Z,"105 km E of Iwaki, Japan",earthquake,,3.8,0.3,,reviewed,iscgem,iscgem
1938-10-29T13:08:24.180Z,35.466,141.297,15,6.22,mw,,,,,iscgem,iscgem902730,2022-04-25T21:00:21.782Z,"51 km SE of Hasaki, Japan",earthquake,,9.9,0.22,,reviewed,iscgem,iscgem
1938-10-12T00:34:31.430Z,40.561,144.002,15,6.76,mw,,,,,iscgem,iscgem902712,2022-04-25T20:59:46.285Z,"202 km ENE of Miyako, Japan",earthquake,,9.7,0.2,,reviewed,iscgem,iscgem
1938-09-21T18:51:58.300Z,36.453,141.314,15,6.68,mw,,,,,iscgem,iscgem902686,2022-04-25T20:58:26.903Z,"60 km ESE of Takahagi, Japan",earthquake,,7.7,0.32,,reviewed,iscgem,iscgem
1938-09-11T19:41:24.490Z,39.002,143.275,20,5.79,mw,,,,,iscgem,iscgem902670,2022-04-25T20:58:10.985Z,"125 km ESE of Kamaishi, Japan",earthquake,,9.3,0.25,,reviewed,iscgem,iscgem
1938-09-11T17:20:05.620Z,39.079,143.069,20,5.83,mw,,,,,iscgem,iscgem902669,2022-04-25T20:58:09.315Z,"105 km ESE of Yamada, Japan",earthquake,,13.4,0.24,,reviewed,iscgem,iscgem
1938-09-06T20:45:48.060Z,43.52,149.652,15,5.99,mw,,,,,iscgem,iscgem902662,2022-04-25T20:57:54.031Z,"236 km SE of Kuril’sk, Russia",earthquake,,11.1,0.2,,reviewed,iscgem,iscgem
1938-08-18T19:06:29.920Z,28.4,129.597,35,6.07,mw,,,,,iscgem,iscgem902634,2022-04-25T20:56:55.101Z,"11 km ENE of Naze, Japan",earthquake,,12.2,0.2,,reviewed,iscgem,iscgem
1938-08-03T08:22:17.510Z,37.227,142.06,25,5.53,mw,,,,,iscgem,iscgem902615,2022-04-25T20:56:34.793Z,"98 km ESE of Namie, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem
1938-07-06T13:01:03.150Z,36.375,141.693,25,5.71,mw,,,,,iscgem,iscgem902577,2022-04-25T20:55:45.807Z,"95 km ESE of Takahagi, Japan",earthquake,,7.7,0.39,,reviewed,iscgem,iscgem
1938-06-29T14:01:34.730Z,36.834,141.303,35,5.62,mw,,,,,iscgem,iscgem902558,2022-04-25T20:55:35.096Z,"44 km ESE of Iwaki, Japan",earthquake,,14.5,0.2,,reviewed,iscgem,iscgem
1938-06-18T00:43:14.450Z,36.465,141.389,35,5.63,mw,,,,,iscgem,iscgem902543,2022-04-25T20:55:23.052Z,"66 km ESE of Takahagi, Japan",earthquake,,7.7,0.2,,reviewed,iscgem,iscgem
1938-06-16T02:15:18.540Z,27.659,129.476,20,7.6,mw,,,,,iscgem,iscgem902539,2022-04-25T20:55:17.139Z,"78 km S of Naze, Japan",earthquake,,8.8,0.53,,reviewed,iscgem,iscgem
1938-06-05T16:31:36.840Z,35.849,140.291,35,5.45,mw,,,,,iscgem,iscgem902520,2022-04-25T20:55:01.207Z,"7 km NNW of Narita, Japan",earthquake,,24,0.48,,reviewed,iscgem,iscgem
1938-06-03T00:28:16.360Z,36.325,141.348,35,5.45,mw,,,,,iscgem,iscgem902515,2022-04-25T20:55:00.166Z,"68 km E of ?arai, Japan",earthquake,,7.7,0.47,,reviewed,iscgem,iscgem
1938-05-23T07:18:30.500Z,36.534,141.459,15,7.7,mw,,,,,iscgem,iscgem902498,2022-04-25T20:54:40.083Z,"69 km ESE of Kitaibaraki, Japan",earthquake,,7.7,0.3,,reviewed,iscgem,iscgem
1938-05-11T03:09:45.420Z,40.605,143.144,20,5.63,mw,,,,,iscgem,iscgem902479,2022-04-25T20:54:06.558Z,"139 km E of Hachinohe, Japan",earthquake,,12.4,0.45,,reviewed,iscgem,iscgem
1938-05-02T14:55:18.700Z,29.469,130.209,35,5.86,mw,,,,,iscgem,iscgem902468,2022-04-25T20:54:00.758Z,"88 km SSW of Yudomari, Japan",earthquake,,20.2,0.2,,reviewed,iscgem,iscgem
1938-04-25T14:45:06.430Z,36.982,141.707,25,5.76,mw,,,,,iscgem,iscgem902460,2022-04-25T20:53:58.527Z,"73 km E of Iwaki, Japan",earthquake,,14.5,0.2,,reviewed,iscgem,iscgem
1938-04-23T00:27:53.640Z,27.938,131.431,15,6.32,mw,,,,,iscgem,iscgem902452,2022-04-25T20:53:55.067Z,"197 km ESE of Naze, Japan",earthquake,,14.4,0.27,,reviewed,iscgem,iscgem
1938-03-10T15:41:12.130Z,31.138,142.453,15,5.62,mw,,,,,iscgem,iscgem902396,2022-04-25T20:53:06.083Z,"Izu Islands, Japan region",earthquake,,17.5,0.28,,reviewed,iscgem,iscgem
1938-02-11T06:56:28.640Z,42.854,147.592,15,6.02,mw,,,,,iscgem,iscgem902372,2022-04-25T20:52:53.187Z,"126 km SSE of Shikotan, Russia",earthquake,,12.6,0.27,,reviewed,iscgem,iscgem
1938-01-11T15:12:00.900Z,33.662,135.203,25,6.5,mw,,,,,iscgem,iscgem902328,2022-04-25T20:52:04.414Z,"17 km WSW of Tanabe, Japan",earthquake,,8.2,0.24,,reviewed,iscgem,iscgem
1938-01-10T20:54:25.180Z,29.699,131.539,25,6.1,mw,,,,,iscgem,iscgem902326,2022-04-25T20:52:02.893Z,"113 km ESE of Koshima, Japan",earthquake,,19.6,0.32,,reviewed,iscgem,iscgem
1938-01-01T23:27:59.750Z,25.648,142.889,15,6.4,mw,,,,,iscgem,iscgem902314,2022-04-25T20:51:46.381Z,"Volcano Islands, Japan region",earthquake,,9.2,0.2,,reviewed,iscgem,iscgem
1937-12-10T13:28:56.090Z,35.506,141.974,15,6.22,mw,,,,,iscgem,iscgem903378,2022-04-25T21:18:50.965Z,"106 km ESE of Hasaki, Japan",earthquake,,14.6,0.3,,reviewed,iscgem,iscgem
1937-12-06T04:34:18.270Z,35.684,142.16,15,6.28,mw,,,,,iscgem,iscgem903369,2022-04-25T21:18:45.235Z,"120 km E of Hasaki, Japan",earthquake,,14.6,0.24,,reviewed,iscgem,iscgem
1937-11-26T15:36:36.540Z,35.573,141.5,25,5.36,mw,,,,,iscgemsup,iscgemsup903357,2022-05-09T17:05:38.245Z,"62 km ESE of Hasaki, Japan",earthquake,,9.9,0.55,,reviewed,iscgemsup,iscgemsup
1937-10-17T04:47:03.790Z,35.519,141.254,25,6.35,mw,,,,,iscgem,iscgem903303,2022-04-25T21:17:28.878Z,"44 km ESE of Hasaki, Japan",earthquake,,9.9,0.28,,reviewed,iscgem,iscgem
1937-09-01T17:50:00.850Z,27.676,130.401,25,5.69,mw,,,,,iscgem,iscgem903229,2022-04-25T21:16:24.508Z,"118 km SE of Naze, Japan",earthquake,,18.8,0.24,,reviewed,iscgem,iscgem
1937-08-26T18:54:12.120Z,31.297,131.617,35,6.27,mw,,,,,iscgem,iscgem903221,2022-04-25T21:08:06.185Z,"41 km SE of Nichinan, Japan",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1937-08-21T23:01:59.910Z,30.635,142.064,15,5.91,mw,,,,,iscgem,iscgem903212,2022-04-25T21:16:00.680Z,"Izu Islands, Japan region",earthquake,,11.1,0.38,,reviewed,iscgem,iscgem
1937-08-17T13:09:49.750Z,30.711,142.492,15,5.98,mw,,,,,iscgem,iscgem903205,2022-04-25T21:15:52.497Z,"Izu Islands, Japan region",earthquake,,13,0.2,,reviewed,iscgem,iscgem
1937-08-09T14:39:32.360Z,27.13,141.544,35,5.98,mw,,,,,iscgem,iscgem903197,2022-04-25T21:15:28.435Z,"Bonin Islands, Japan region",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1937-08-09T12:37:32.490Z,26.963,141.251,35,5.75,mw,,,,,iscgem,iscgem903196,2022-04-25T21:15:21.995Z,"Bonin Islands, Japan region",earthquake,,25,0.23,,reviewed,iscgem,iscgem
1937-08-03T23:09:02.970Z,35.8,141.888,15,5.61,mw,,,,,iscgem,iscgem903190,2022-04-25T21:15:10.472Z,"95 km E of Hasaki, Japan",earthquake,,14.9,0.28,,reviewed,iscgem,iscgem
1937-07-26T19:56:36.160Z,38.387,141.925,35,6.64,mw,,,,,iscgem,iscgem903180,2022-04-25T21:15:04.959Z,"",earthquake,,17.4,0.23,,reviewed,iscgem,iscgem
1937-07-16T10:18:27.480Z,32.599,141.721,15,6.02,mw,,,,,iscgem,iscgem903165,2022-04-25T21:08:04.012Z,"Izu Islands, Japan region",earthquake,,13.6,0.2,,reviewed,iscgem,iscgem
1937-07-14T22:28:15.510Z,32.631,141.831,20,6.23,mw,,,,,iscgem,iscgem903163,2022-04-25T21:08:02.940Z,"Izu Islands, Japan region",earthquake,,28.8,0.3,,reviewed,iscgem,iscgem
1937-07-11T13:39:35.540Z,33.053,141.454,15,6.13,mw,,,,,iscgem,iscgem903156,2022-04-25T21:08:01.702Z,"254 km SSE of Katsuura, Japan",earthquake,,22.5,0.35,,reviewed,iscgem,iscgem
1937-06-21T19:05:57.240Z,43.516,150.115,15,5.75,mw,,,,,iscgem,iscgem903122,2022-04-25T21:07:54.761Z,"260 km SE of Kuril’sk, Russia",earthquake,,30.2,0.2,,reviewed,iscgem,iscgem
1937-05-27T04:35:05.970Z,32.909,141.87,15,5.67,mw,,,,,iscgem,iscgem903093,2022-04-25T21:07:49.335Z,"286 km SSE of Katsuura, Japan",earthquake,,39.9,0.47,,reviewed,iscgem,iscgem
1937-05-21T01:57:40.260Z,33.335,141.807,15,5.7,mw,,,,,iscgem,iscgem903084,2022-04-25T21:07:45.260Z,"243 km SE of Katsuura, Japan",earthquake,,34.3,0.37,,reviewed,iscgem,iscgem
1937-03-21T19:29:25.050Z,40.319,142.219,45,5.98,mw,,,,,iscgem,iscgem903004,2022-04-25T21:06:59.113Z,"64 km ESE of Hachinohe, Japan",earthquake,,16.2,0.35,,reviewed,iscgem,iscgem
1937-02-27T14:41:59.880Z,33.953,132.137,60,5.76,mw,,,,,iscgem,iscgem902979,2022-04-25T21:06:45.851Z,"2 km SE of Yanai, Japan",earthquake,,29.2,0.2,,reviewed,iscgem,iscgem
1937-02-27T01:15:33.150Z,36.313,141.804,15,6.1,mw,,,,,iscgem,iscgem902978,2022-04-25T21:06:44.679Z,"107 km ESE of Takahagi, Japan",earthquake,,12.9,0.2,,reviewed,iscgem,iscgem
1937-02-26T23:18:24.220Z,43.298,150.262,15,5.81,mw,,,,,iscgem,iscgem902977,2022-04-25T21:06:43.550Z,"286 km SE of Kuril’sk, Russia",earthquake,,25,0.33,,reviewed,iscgem,iscgem
1937-02-21T15:05:22.800Z,43.332,149.455,15,5.74,mw,,,,,iscgem,iscgem902960,2022-04-25T21:06:21.738Z,"226 km ESE of Shikotan, Russia",earthquake,,11.1,0.23,,reviewed,iscgem,iscgem
1937-01-30T01:10:02.850Z,33.544,138.322,15,5.8,mw,,,,,iscgem,iscgem902930,2022-04-25T20:26:47.918Z,"117 km S of ?yama, Japan",earthquake,,25,0.27,,reviewed,iscgem,iscgem
1937-01-20T00:02:54.970Z,41.678,143.061,35,5.94,mw,,,,,iscgem,iscgem902917,2022-04-25T20:26:46.699Z,"92 km SE of Shizunai-furukawach?, Japan",earthquake,,11.9,0.2,,reviewed,iscgem,iscgem
1937-01-07T06:12:03.150Z,38.654,142.183,35,6.4,mw,,,,,iscgem,iscgem902907,2022-04-25T21:05:21.425Z,"near the east coast of Honshu, Japan",earthquake,,17.4,0.23,,reviewed,iscgem,iscgem
1937-01-05T21:38:01.340Z,31.074,132.396,20,6.54,mw,,,,,iscgem,iscgem902905,2022-04-25T21:05:19.897Z,"114 km ESE of Nichinan, Japan",earthquake,,10.1,0.22,,reviewed,iscgem,iscgem
1936-12-30T04:09:10.370Z,30.592,131.973,25,5.55,mw,,,,,iscgem,iscgem904011,2022-04-25T21:30:51.733Z,"94 km E of Nishinoomote, Japan",earthquake,,7.4,0.35,,reviewed,iscgem,iscgem
1936-12-28T17:19:54.630Z,34.231,139.173,15,5.5,mw,,,,,iscgem,iscgem904008,2022-04-25T21:30:49.317Z,"53 km SSE of Shimoda, Japan",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1936-12-27T02:12:22.560Z,34.347,139.272,15,5.94,mw,,,,,iscgem,iscgem904003,2022-04-25T21:30:48.114Z,"47 km SE of Shimoda, Japan",earthquake,,5.6,0.26,,reviewed,iscgem,iscgem
1936-11-21T21:48:01.880Z,37.966,141.93,25,5.76,mw,,,,,iscgem,iscgem903955,2022-04-25T21:30:23.565Z,"74 km SE of Ishinomaki, Japan",earthquake,,15.7,0.2,,reviewed,iscgem,iscgem
1936-11-14T00:57:45.700Z,37.872,144.767,15,5.7,mw,,,,,iscgem,iscgem903938,2022-04-25T21:30:09.275Z,"296 km ESE of Kamaishi, Japan",earthquake,,14.1,0.2,,reviewed,iscgem,iscgem
1936-11-09T06:08:03.590Z,28.828,131.373,15,5.8,mw,,,,,iscgem,iscgem903929,2022-04-25T21:29:37.526Z,"175 km SSE of Koshima, Japan",earthquake,,15.2,0.2,,reviewed,iscgem,iscgem
